ticker,company,market,meeting_type,run_no,status,elapsed_s,agendas,followup_count
271560,오리온,KOSPI,annual,3,no_filing,0.0,0,0
022100,포스코DX,KOSPI,annual,1,no_filing,25.7,0,0
022100,포스코DX,KOSPI,annual,2,no_filing,0.0,0,0
022100,포스코DX,KOSPI,annual,3,no_filing,0.0,0,0
086520,에코프로,KOSDAQ,annual,1,no_filing,13.8,0,0
086520,에코프로,KOSDAQ,annual,2,no_filing,0.0,0,0
086520,에코프로,KOSDAQ,annual,3,no_filing,0.0,0,0
036570,엔씨소프트,KOSPI,annual,1,no_filing,19.7,0,0
036570,엔씨소프트,KOSPI,annual,2,no_filing,0.0,0,0
036570,엔씨소프트,KOSPI,annual,3,no_filing,0.0,0,0
247540,에코프로비엠,KOSDAQ,annual,1,no_filing,11.0,0,0
247540,에코프로비엠,KOSDAQ,annual,2,no_filing,0.1,0,0
247540,에코프로비엠,KOSDAQ,annual,3,no_filing,0.0,0,0
196170,알테오젠,KOSDAQ,annual,1,no_filing,8.9,0,0
196170,알테오젠,KOSDAQ,annual,2,no_filing,0.0,0,0
196170,알테오젠,KOSDAQ,annual,3,no_filing,0.0,0,0
277810,레인보우로보틱스,KOSDAQ,annual,1,no_filing,8.1,0,0
277810,레인보우로보틱스,KOSDAQ,annual,2,no_filing,0.0,0,0
277810,레인보우로보틱스,KOSDAQ,annual,3,no_filing,0.0,0,0
058470,리노공업,KOSDAQ,annual,1,no_filing,5.8,0,0
058470,리노공업,KOSDAQ,annual,2,no_filing,0.0,0,0
058470,리노공업,KOSDAQ,annual,3,no_filing,0.0,0,0
000250,삼천당제약,KOSDAQ,annual,1,no_filing,10.6,0,0
000250,삼천당제약,KOSDAQ,annual,2,no_filing,0.0,0,0
000250,삼천당제약,KOSDAQ,annual,3,no_filing,0.0,0,0
950160,코오롱티슈진,KOSDAQ,annual,1,no_filing,13.4,0,0
950160,코오롱티슈진,KOSDAQ,annual,2,no_filing,2.2,0,0
028300,HLB,KOSDAQ,annual,1,no_filing,12.3,0,0
298380,에이비엘바이오,KOSDAQ,annual,1,no_filing,11.3,0,0
950160,코오롱티슈진,KOSDAQ,annual,3,no_filing,0.0,0,0
028300,HLB,KOSDAQ,annual,2,no_filing,0.0,0,0
298380,에이비엘바이오,KOSDAQ,annual,2,no_filing,0.0,0,0
028300,HLB,KOSDAQ,annual,3,no_filing,0.0,0,0
298380,에이비엘바이오,KOSDAQ,annual,3,no_filing,0.0,0,0
141080,리가켐바이오,KOSDAQ,annual,1,no_filing,11.7,0,0
141080,리가켐바이오,KOSDAQ,annual,2,no_filing,0.0,0,0
141080,리가켐바이오,KOSDAQ,annual,3,no_filing,0.0,0,0
036930,주성엔지니어링,KOSDAQ,annual,1,no_filing,16.7,0,0
036930,주성엔지니어링,KOSDAQ,annual,2,no_filing,0.0,0,0
036930,주성엔지니어링,KOSDAQ,annual,3,no_filing,0.0,0,0
087010,펩트론,KOSDAQ,annual,1,no_filing,21.3,0,0
087010,펩트론,KOSDAQ,annual,2,no_filing,0.0,0,0
087010,펩트론,KOSDAQ,annual,3,no_filing,0.0,0,0
240810,원익IPS,KOSDAQ,annual,1,no_filing,6.8,0,0
039030,이오테크닉스,KOSDAQ,annual,1,no_filing,12.4,0,0
240810,원익IPS,KOSDAQ,annual,2,no_filing,1.0,0,0
039030,이오테크닉스,KOSDAQ,annual,2,no_filing,0.5,0,0
240810,원익IPS,KOSDAQ,annual,3,no_filing,0.0,0,0
039030,이오테크닉스,KOSDAQ,annual,3,no_filing,0.0,0,0
214370,케어젠,KOSDAQ,annual,1,no_filing,8.6,0,0
214370,케어젠,KOSDAQ,annual,2,no_filing,0.0,0,0
214370,케어젠,KOSDAQ,annual,3,no_filing,0.2,0,0
095340,ISC,KOSDAQ,annual,1,no_filing,5.8,0,0
095340,ISC,KOSDAQ,annual,2,no_filing,0.0,0,0
095340,ISC,KOSDAQ,annual,3,no_filing,0.0,0,0
310210,보로노이,KOSDAQ,annual,1,no_filing,7.0,0,0
310210,보로노이,KOSDAQ,annual,2,no_filing,0.0,0,0
310210,보로노이,KOSDAQ,annual,3,no_filing,0.0,0,0
108490,로보티즈,KOSDAQ,annual,1,no_filing,14.3,0,0
108490,로보티즈,KOSDAQ,annual,2,no_filing,0.0,0,0
108490,로보티즈,KOSDAQ,annual,3,no_filing,0.0,0,0
403870,HPSP,KOSDAQ,annual,1,no_filing,14.2,0,0
403870,HPSP,KOSDAQ,annual,2,no_filing,0.0,0,0
403870,HPSP,KOSDAQ,annual,3,no_filing,0.0,0,0
440110,파두,KOSDAQ,annual,1,no_filing,18.0,0,0
440110,파두,KOSDAQ,annual,2,no_filing,0.0,0,0
440110,파두,KOSDAQ,annual,3,no_filing,0.0,0,0
032820,우리기술,KOSDAQ,annual,1,no_filing,10.7,0,0
032820,우리기술,KOSDAQ,annual,2,no_filing,0.0,0,0
032820,우리기술,KOSDAQ,annual,3,no_filing,0.0,0,0
263750,펄어비스,KOSDAQ,annual,1,no_filing,11.9,0,0
263750,펄어비스,KOSDAQ,annual,2,no_filing,0.0,0,0
263750,펄어비스,KOSDAQ,annual,3,no_filing,0.0,0,0
214150,클래시스,KOSDAQ,annual,1,no_filing,11.0,0,0
214150,클래시스,KOSDAQ,annual,2,no_filing,0.0,0,0
214150,클래시스,KOSDAQ,annual,3,no_filing,0.0,0,0
357780,솔브레인,KOSDAQ,annual,1,no_filing,11.2,0,0
357780,솔브레인,KOSDAQ,annual,2,no_filing,0.0,0,0
357780,솔브레인,KOSDAQ,annual,3,no_filing,0.0,0,0
178320,서진시스템,KOSDAQ,annual,1,no_filing,12.0,0,0
178320,서진시스템,KOSDAQ,annual,2,no_filing,0.0,0,0
178320,서진시스템,KOSDAQ,annual,3,no_filing,0.0,0,0
226950,올릭스,KOSDAQ,annual,1,no_filing,10.1,0,0
226950,올릭스,KOSDAQ,annual,2,no_filing,0.0,0,0
226950,올릭스,KOSDAQ,annual,3,no_filing,0.0,0,0
064760,티씨케이,KOSDAQ,annual,1,no_filing,7.8,0,0
064760,티씨케이,KOSDAQ,annual,2,no_filing,0.0,0,0
064760,티씨케이,KOSDAQ,annual,3,no_filing,0.0,0,0
214450,파마리서치,KOSDAQ,annual,1,no_filing,6.4,0,0
214450,파마리서치,KOSDAQ,annual,2,no_filing,0.0,0,0
214450,파마리서치,KOSDAQ,annual,3,no_filing,0.0,0,0
319400,현대무벡스,KOSDAQ,annual,1,no_filing,11.5,0,0
319400,현대무벡스,KOSDAQ,annual,2,no_filing,0.0,0,0
319400,현대무벡스,KOSDAQ,annual,3,no_filing,0.0,0,0
347850,디앤디파마텍,KOSDAQ,annual,1,no_filing,7.8,0,0
347850,디앤디파마텍,KOSDAQ,annual,2,no_filing,0.0,0,0
347850,디앤디파마텍,KOSDAQ,annual,3,no_filing,0.0,0,0
237690,에스티팜,KOSDAQ,annual,1,no_filing,11.9,0,0
237690,에스티팜,KOSDAQ,annual,2,no_filing,0.1,0,0
237690,에스티팜,KOSDAQ,annual,3,no_filing,0.0,0,0
222800,심텍,KOSDAQ,annual,1,no_filing,24.9,0,0
222800,심텍,KOSDAQ,annual,2,no_filing,0.0,0,0
222800,심텍,KOSDAQ,annual,3,no_filing,0.0,0,0
145020,휴젤,KOSDAQ,annual,1,no_filing,19.8,0,0
