ticker,company,market,run_no,status,elapsed_s,major_count,treasury_pct
052690,한전기술,KOSPI,2,exact,1.1,0,0
304100,솔트룩스,KOSDAQ,1,exact,1.1,0,0
299660,셀리드,KOSDAQ,2,exact,1.2,0,0
052690,한전기술,KOSPI,3,exact,1.1,0,0
304100,솔트룩스,KOSDAQ,2,exact,1.1,0,0
299660,셀리드,KOSDAQ,3,exact,1.0,0,0
304100,솔트룩스,KOSDAQ,3,exact,1.0,0,0
192250,케이사인,KOSDAQ,1,exact,1.2,0,0
318000,KBG,KOSDAQ,1,exact,1.2,0,0
219750,한국비티비,KOSDAQ,1,exact,1.1,0,0
192250,케이사인,KOSDAQ,2,exact,1.2,0,0
318000,KBG,KOSDAQ,2,exact,1.1,0,0
219750,한국비티비,KOSDAQ,2,exact,1.1,0,0
192250,케이사인,KOSDAQ,3,exact,1.1,0,0
318000,KBG,KOSDAQ,3,exact,1.1,0,0
219750,한국비티비,KOSDAQ,3,exact,1.1,0,0
200230,텔콘RF제약,KOSDAQ,1,exact,1.0,0,0
011000,진원생명과학,KOSPI,1,exact,1.1,0,0
200230,텔콘RF제약,KOSDAQ,2,exact,1.0,0,0
011000,진원생명과학,KOSPI,2,exact,1.0,0,0
058110,멕아이씨에스,KOSDAQ,1,exact,1.3,0,0
200230,텔콘RF제약,KOSDAQ,3,exact,1.1,0,0
058110,멕아이씨에스,KOSDAQ,2,exact,1.1,0,0
011000,진원생명과학,KOSPI,3,exact,1.2,0,0
215480,토박스코리아,KOSDAQ,1,exact,1.1,0,0
058110,멕아이씨에스,KOSDAQ,3,exact,1.1,0,0
032080,아즈텍WB,KOSDAQ,1,exact,1.1,0,0
054180,메디콕스,KOSDAQ,1,exact,1.0,0,0
215480,토박스코리아,KOSDAQ,2,exact,1.2,0,0
032080,아즈텍WB,KOSDAQ,2,exact,1.1,0,0
215480,토박스코리아,KOSDAQ,3,exact,1.0,0,0
032080,아즈텍WB,KOSDAQ,3,exact,1.0,0,0
054180,메디콕스,KOSDAQ,2,exact,1.2,0,0
366030,공구우먼,KOSDAQ,1,exact,1.2,0,0
483650,달바글로벌,KOSPI,1,exact,1.1,0,0
054180,메디콕스,KOSDAQ,3,exact,1.1,0,0
366030,공구우먼,KOSDAQ,2,exact,1.1,0,0
140070,서플러스글로벌,KOSDAQ,1,exact,1.1,0,0
483650,달바글로벌,KOSPI,2,exact,1.2,0,0
366030,공구우먼,KOSDAQ,3,exact,1.1,0,0
483650,달바글로벌,KOSPI,3,exact,1.1,0,0
140070,서플러스글로벌,KOSDAQ,2,exact,1.2,0,0
083450,GST,KOSDAQ,1,exact,1.1,0,0
140070,서플러스글로벌,KOSDAQ,3,exact,1.0,0,0
098660,에스티오,KOSDAQ,1,exact,1.5,0,0
0030R0,대신밸류리츠,KOSPI,1,exact,1.0,0,0
083450,GST,KOSDAQ,2,exact,1.2,0,0
098660,에스티오,KOSDAQ,2,exact,1.5,0,0
0030R0,대신밸류리츠,KOSPI,2,exact,1.1,0,0
083450,GST,KOSDAQ,3,exact,1.0,0,0
114840,아이패밀리에스씨,KOSDAQ,1,exact,1.0,0,0
098660,에스티오,KOSDAQ,3,exact,1.5,0,0
0030R0,대신밸류리츠,KOSPI,3,exact,1.2,0,0
066790,씨씨에스,KOSDAQ,1,exact,1.1,0,0
304840,피플바이오,KOSDAQ,1,exact,1.2,0,0
114840,아이패밀리에스씨,KOSDAQ,2,exact,1.3,0,0
304840,피플바이오,KOSDAQ,2,exact,1.1,0,0
066790,씨씨에스,KOSDAQ,2,exact,1.3,0,0
114840,아이패밀리에스씨,KOSDAQ,3,exact,1.1,0,0
066790,씨씨에스,KOSDAQ,3,exact,1.1,0,0
304840,피플바이오,KOSDAQ,3,exact,1.2,0,0
230360,에코마케팅,KOSDAQ,1,exact,1.2,0,0
230360,에코마케팅,KOSDAQ,2,exact,1.1,0,0
091970,나노캠텍,KOSDAQ,1,exact,1.3,0,0
015590,DKME,KOSPI,1,exact,1.2,0,0
091970,나노캠텍,KOSDAQ,2,exact,1.2,0,0
230360,에코마케팅,KOSDAQ,3,exact,1.3,0,0
015590,DKME,KOSPI,2,exact,1.3,0,0
015590,DKME,KOSPI,3,exact,1.2,0,0
091970,나노캠텍,KOSDAQ,3,exact,1.4,0,0
341170,퓨쳐메디신,OTHER,1,exact,1.6,0,0
333620,엔시스,KOSDAQ,1,exact,1.2,0,0
012160,영흥,KOSPI,1,exact,1.2,0,0
341170,퓨쳐메디신,OTHER,2,exact,1.4,0,0
012160,영흥,KOSPI,2,exact,1.0,0,0
333620,엔시스,KOSDAQ,2,exact,1.1,0,0
341170,퓨쳐메디신,OTHER,3,exact,1.6,0,0
333620,엔시스,KOSDAQ,3,exact,1.0,0,0
012160,영흥,KOSPI,3,exact,1.2,0,0
368770,파이버프로,KOSDAQ,1,exact,1.1,0,0
049080,기가레인,KOSDAQ,1,exact,1.1,0,0
210120,캔버스엔,KOSDAQ,1,exact,1.2,0,0
368770,파이버프로,KOSDAQ,2,exact,1.1,0,0
049080,기가레인,KOSDAQ,2,exact,1.0,0,0
210120,캔버스엔,KOSDAQ,2,exact,1.1,0,0
368770,파이버프로,KOSDAQ,3,exact,1.1,0,0
049080,기가레인,KOSDAQ,3,exact,1.1,0,0
210120,캔버스엔,KOSDAQ,3,exact,1.2,0,0
085670,뉴프렉스,KOSDAQ,1,exact,1.2,0,0
064090,인크레더블버즈,KOSDAQ,1,exact,1.1,0,0
900300,오가닉티코스메틱,KOSDAQ,1,exact,1.1,0,0
085670,뉴프렉스,KOSDAQ,2,exact,1.0,0,0
900300,오가닉티코스메틱,KOSDAQ,2,exact,1.0,0,0
064090,인크레더블버즈,KOSDAQ,2,exact,1.2,0,0
085670,뉴프렉스,KOSDAQ,3,exact,1.0,0,0
900300,오가닉티코스메틱,KOSDAQ,3,exact,1.1,0,0
064090,인크레더블버즈,KOSDAQ,3,exact,1.3,0,0
192440,슈피겐코리아,KOSDAQ,1,exact,1.2,0,0
011200,HMM,KOSPI,1,exact,1.1,0,0
215100,로보로보,KOSDAQ,1,exact,1.1,0,0
192440,슈피겐코리아,KOSDAQ,2,exact,1.0,0,0
011200,HMM,KOSPI,2,exact,1.1,0,0
215100,로보로보,KOSDAQ,2,exact,1.0,0,0
192440,슈피겐코리아,KOSDAQ,3,exact,1.0,0,0
215100,로보로보,KOSDAQ,3,exact,1.0,0,0
011200,HMM,KOSPI,3,exact,1.3,0,0
059210,메타바이오메드,KOSDAQ,1,exact,1.2,0,0
900270,헝셩그룹,KOSDAQ,1,exact,1.1,0,0
101670,하이드로리튬,KOSDAQ,1,exact,1.2,0,0
059210,메타바이오메드,KOSDAQ,2,exact,1.2,0,0
900270,헝셩그룹,KOSDAQ,2,exact,1.1,0,0
101670,하이드로리튬,KOSDAQ,2,exact,1.3,0,0
059210,메타바이오메드,KOSDAQ,3,exact,1.1,0,0
900270,헝셩그룹,KOSDAQ,3,exact,1.1,0,0
101670,하이드로리튬,KOSDAQ,3,exact,1.2,0,0
038870,에코심플렉스,KOSDAQ,1,exact,1.0,0,0
177900,쓰리에이로직스,KOSDAQ,1,exact,1.2,0,0
038870,에코심플렉스,KOSDAQ,2,exact,1.1,0,0
002200,한국수출포장공업,KOSPI,1,exact,1.5,0,0
177900,쓰리에이로직스,KOSDAQ,2,exact,1.1,0,0
038870,에코심플렉스,KOSDAQ,3,exact,1.1,0,0
177900,쓰리에이로직스,KOSDAQ,3,exact,1.0,0,0
002200,한국수출포장공업,KOSPI,2,exact,1.5,0,0
294090,이오플로우,KOSDAQ,1,exact,1.1,0,0
359090,씨엔알리서치,KOSDAQ,1,exact,1.1,0,0
294090,이오플로우,KOSDAQ,2,exact,1.1,0,0
002200,한국수출포장공업,KOSPI,3,exact,1.6,0,0
359090,씨엔알리서치,KOSDAQ,2,exact,1.0,0,0
294090,이오플로우,KOSDAQ,3,exact,1.1,0,0
359090,씨엔알리서치,KOSDAQ,3,exact,1.0,0,0
290660,다이나믹솔루션,KOSDAQ,1,exact,1.2,0,0
290660,다이나믹솔루션,KOSDAQ,2,exact,1.2,0,0
290660,다이나믹솔루션,KOSDAQ,3,exact,1.2,0,0
