corp_code,corp_name,stock_code,rcept_no,rcept_dt,report_nm,is_correction,is_extraordinary
00372873,KTis,058860,20250611000138,20250611,주주총회소집공고,False,False
00372873,KTis,058860,20250310000799,20250310,주주총회소집공고,False,False
00372873,KTis,058860,20240307000483,20240307,주주총회소집공고,False,False
00532059,그린생명과학,114450,20260312001360,20260312,[기재정정]주주총회소집공고,True,False
00532059,그린생명과학,114450,20260311003453,20260311,주주총회소집공고,False,False
00532059,그린생명과학,114450,20250312000383,20250312,주주총회소집공고,False,False
00532059,그린생명과학,114450,20240313000894,20240313,주주총회소집공고,False,False
00580199,메디톡스,086900,20260312000619,20260312,주주총회소집공고,False,False
00580199,메디톡스,086900,20250313000561,20250313,주주총회소집공고,False,False
00580199,메디톡스,086900,20240314001676,20240314,주주총회소집공고,False,False
00877059,삼성바이오로직스,207940,20260305001125,20260305,[기재정정]주주총회소집공고,True,False
00877059,삼성바이오로직스,207940,20260225005121,20260225,[기재정정]주주총회소집공고,True,False
00877059,삼성바이오로직스,207940,20260212001088,20260212,[기재정정]주주총회소집공고,True,False
00877059,삼성바이오로직스,207940,20260211000775,20260211,주주총회소집공고,False,False
00877059,삼성바이오로직스,207940,20251002000007,20251002,주주총회소집공고,False,False
00877059,삼성바이오로직스,207940,20250227001650,20250227,[기재정정]주주총회소집공고,True,False
00877059,삼성바이오로직스,207940,20250212000763,20250212,주주총회소집공고,False,False
00877059,삼성바이오로직스,207940,20240221001515,20240221,[기재정정]주주총회소집공고,True,False
00877059,삼성바이오로직스,207940,20240214002014,20240214,주주총회소집공고,False,False
00926522,테고사이언스,191420,20260312000581,20260312,주주총회소집공고,False,False
00926522,테고사이언스,191420,20250306000614,20250306,[기재정정]주주총회소집공고,True,False
00926522,테고사이언스,191420,20250306000526,20250306,주주총회소집공고,False,False
00926522,테고사이언스,191420,20240308000484,20240308,주주총회소집공고,False,False
01319899,SK바이오사이언스,302440,20260220002585,20260220,주주총회소집공고,False,False
01319899,SK바이오사이언스,302440,20250225005070,20250225,주주총회소집공고,False,False
01319899,SK바이오사이언스,302440,20240313001667,20240313,[기재정정]주주총회소집공고,True,False
01319899,SK바이오사이언스,302440,20240228008408,20240228,주주총회소집공고,False,False
00102618,계양전기,012200,20260311004635,20260311,주주총회소집공고,False,False
00102618,계양전기,012200,20250307001089,20250307,주주총회소집공고,False,False
00102618,계양전기,012200,20240307000910,20240307,주주총회소집공고,False,False
00297095,나라엠앤디,051490,20260312000356,20260312,주주총회소집공고,False,False
00297095,나라엠앤디,051490,20250313000651,20250313,주주총회소집공고,False,False
00297095,나라엠앤디,051490,20240314000281,20240314,주주총회소집공고,False,False
00141246,SGC E&C,016250,20260303003175,20260303,주주총회소집공고,False,False
00141246,SGC E&C,016250,20250304000714,20250304,주주총회소집공고,False,False
00141246,SGC E&C,016250,20240305000225,20240305,주주총회소집공고,False,False
00753643,주성코퍼레이션,109070,20260225002761,20260225,주주총회소집공고,False,False
00753643,주성코퍼레이션,109070,20250311000058,20250311,주주총회소집공고,False,False
00753643,주성코퍼레이션,109070,20240612000114,20240612,주주총회소집공고,False,False
00753643,주성코퍼레이션,109070,20240314001366,20240314,[기재정정]주주총회소집공고,True,False
00753643,주성코퍼레이션,109070,20240313000905,20240313,주주총회소집공고,False,False
01672053,케이비제22호기업인수목적,436530,20240311000207,20240311,주주총회소집공고,False,False
01672053,케이비제22호기업인수목적,436530,20240229000701,20240229,주주총회소집공고,False,False
00104537,국영지앤엠,006050,20260316000039,20260316,[기재정정]주주총회소집공고,True,False
00104537,국영지앤엠,006050,20260309001472,20260309,주주총회소집공고,False,False
00104537,국영지앤엠,006050,20250310000216,20250310,주주총회소집공고,False,False
00104537,국영지앤엠,006050,20240311000148,20240311,주주총회소집공고,False,False
00105855,엘에스일렉트릭,010120,20260310002425,20260310,[기재정정]주주총회소집공고,True,False
00105855,엘에스일렉트릭,010120,20260225002502,20260225,[기재정정]주주총회소집공고,True,False
00105855,엘에스일렉트릭,010120,20260225002281,20260225,주주총회소집공고,False,False
00105855,엘에스일렉트릭,010120,20250221001463,20250221,주주총회소집공고,False,False
00105855,엘에스일렉트릭,010120,20240221001484,20240221,주주총회소집공고,False,False
00143907,원일특강,012620,20260306000581,20260306,주주총회소집공고,False,False
00143907,원일특강,012620,20250310000403,20250310,주주총회소집공고,False,False
00143907,원일특강,012620,20240305000268,20240305,주주총회소집공고,False,False
00185046,SM C&C,048550,20260310002905,20260310,주주총회소집공고,False,False
00185046,SM C&C,048550,20250310000456,20250310,주주총회소집공고,False,False
00185046,SM C&C,048550,20240312000486,20240312,주주총회소집공고,False,False
00918222,엘앤케이바이오,156100,20260227006996,20260227,주주총회소집공고,False,False
00918222,엘앤케이바이오,156100,20250227005975,20250227,주주총회소집공고,False,False
00918222,엘앤케이바이오,156100,20240312000377,20240312,주주총회소집공고,False,False
00825959,하이비젼시스템,126700,20260312000880,20260312,주주총회소집공고,False,False
00825959,하이비젼시스템,126700,20250313000713,20250313,주주총회소집공고,False,False
00825959,하이비젼시스템,126700,20240313001214,20240313,주주총회소집공고,False,False
00144650,유신,054930,20260312000388,20260312,주주총회소집공고,False,False
00144650,유신,054930,20250313000728,20250313,주주총회소집공고,False,False
00144650,유신,054930,20240312000705,20240312,주주총회소집공고,False,False
00299464,초록뱀미디어,047820,20260311004072,20260311,주주총회소집공고,False,False
00299464,초록뱀미디어,047820,20250711000483,20250711,주주총회소집공고,False,False
00299464,초록뱀미디어,047820,20250314001402,20250314,주주총회소집공고,False,False
00299464,초록뱀미디어,047820,20241114003028,20241114,[기재정정]주주총회소집공고,True,False
00299464,초록뱀미디어,047820,20241114001680,20241114,주주총회소집공고,False,False
00299464,초록뱀미디어,047820,20240311000161,20240311,주주총회소집공고,False,False
00602136,디와이피엔에프,104460,20260313001376,20260316,주주총회소집공고,False,False
00602136,디와이피엔에프,104460,20250319000440,20250319,[기재정정]주주총회소집공고,True,False
00602136,디와이피엔에프,104460,20250314000596,20250314,주주총회소집공고,False,False
00602136,디와이피엔에프,104460,20240314000230,20240314,주주총회소집공고,False,False
01116265,카티스,140430,20260313000394,20260313,주주총회소집공고,False,False
01116265,카티스,140430,20250313000514,20250313,주주총회소집공고,False,False
00120571,롯데칠성음료,005300,20260304001684,20260304,주주총회소집공고,False,False
00120571,롯데칠성음료,005300,20250310000913,20250310,주주총회소집공고,False,False
00120571,롯데칠성음료,005300,20240305000615,20240305,주주총회소집공고,False,False
00220969,오공,045060,20260309001445,20260309,주주총회소집공고,False,False
00220969,오공,045060,20250310000379,20250310,주주총회소집공고,False,False
00220969,오공,045060,20240311000632,20240311,주주총회소집공고,False,False
00236863,희림,037440,20260309001503,20260309,주주총회소집공고,False,False
00236863,희림,037440,20250310000488,20250310,주주총회소집공고,False,False
00236863,희림,037440,20240311000437,20240311,주주총회소집공고,False,False
00313649,현대바이오,048410,20260311004366,20260311,[기재정정]주주총회소집공고,True,False
00313649,현대바이오,048410,20260311003648,20260311,주주총회소집공고,False,False
00313649,현대바이오,048410,20250717000336,20250717,주주총회소집공고,False,False
00313649,현대바이오,048410,20250310000618,20250310,주주총회소집공고,False,False
00313649,현대바이오,048410,20240228000230,20240228,[기재정정]주주총회소집공고,True,False
00313649,현대바이오,048410,20240227007189,20240227,주주총회소집공고,False,False
00331016,에프앤가이드,064850,20260309001345,20260309,주주총회소집공고,False,False
00331016,에프앤가이드,064850,20250305000307,20250305,주주총회소집공고,False,False
00331016,에프앤가이드,064850,20241016000104,20241016,주주총회소집공고,False,False
00331016,에프앤가이드,064850,20240304000288,20240304,주주총회소집공고,False,False
00231363,LG유플러스,032640,20260223003574,20260223,주주총회소집공고,False,False
00231363,LG유플러스,032640,20250220002216,20250220,주주총회소집공고,False,False
00231363,LG유플러스,032640,20240227005937,20240227,주주총회소집공고,False,False
00487546,웰크론한텍,076080,20260310002785,20260310,주주총회소집공고,False,False
00487546,웰크론한텍,076080,20250314000339,20250314,[기재정정]주주총회소집공고,True,False
00487546,웰크론한텍,076080,20250310000540,20250310,주주총회소집공고,False,False
00487546,웰크론한텍,076080,20240306000575,20240306,주주총회소집공고,False,False
00303873,CJ CGV,079160,20260311004427,20260311,[기재정정]주주총회소집공고,True,False
00303873,CJ CGV,079160,20260309001840,20260309,주주총회소집공고,False,False
00303873,CJ CGV,079160,20250310000876,20250310,주주총회소집공고,False,False
00303873,CJ CGV,079160,20240311000870,20240311,주주총회소집공고,False,False
00617314,타이거일렉,219130,20260311003268,20260311,주주총회소집공고,False,False
00617314,타이거일렉,219130,20250312000043,20250312,주주총회소집공고,False,False
00617314,타이거일렉,219130,20240311000020,20240311,주주총회소집공고,False,False
01766167,케이비제26호기업인수목적,458320,20250122000053,20250122,주주총회소집공고,False,False
01766167,케이비제26호기업인수목적,458320,20240311000751,20240311,주주총회소집공고,False,False
00450931,우양에이치씨,101970,20260305000470,20260305,주주총회소집공고,False,False
00161383,한미반도체,042700,20260305001244,20260305,주주총회소집공고,False,False
00161383,한미반도체,042700,20250902000283,20250902,주주총회소집공고,False,False
00161383,한미반도체,042700,20250306000547,20250306,주주총회소집공고,False,False
00161383,한미반도체,042700,20240307000546,20240307,주주총회소집공고,False,False
00172680,동국산업,005160,20260306000823,20260306,주주총회소집공고,False,False
00172680,동국산업,005160,20250312000103,20250312,[기재정정]주주총회소집공고,True,False
00172680,동국산업,005160,20250310000383,20250310,주주총회소집공고,False,False
00172680,동국산업,005160,20240305000491,20240305,주주총회소집공고,False,False
00829380,피제이메탈,128660,20260311003935,20260311,주주총회소집공고,False,False
00829380,피제이메탈,128660,20250311000497,20250311,주주총회소집공고,False,False
00829380,피제이메탈,128660,20240312000261,20240312,주주총회소집공고,False,False
00104388,국도화학,007690,20260226006483,20260226,주주총회소집공고,False,False
00104388,국도화학,007690,20250227004627,20250227,주주총회소집공고,False,False
00104388,국도화학,007690,20250109000199,20250109,주주총회소집공고,False,False
00104388,국도화학,007690,20240229001503,20240229,주주총회소집공고,False,False
00550082,캔버스엔,210120,20260424000666,20260424,주주총회소집공고,False,False
00550082,캔버스엔,210120,20260311003756,20260311,주주총회소집공고,False,False
00550082,캔버스엔,210120,20260213002106,20260213,주주총회소집공고,False,False
00550082,캔버스엔,210120,20251204000415,20251204,[기재정정]주주총회소집공고,True,False
00550082,캔버스엔,210120,20251201000507,20251201,[기재정정]주주총회소집공고,True,False
00550082,캔버스엔,210120,20251118000128,20251118,[기재정정]주주총회소집공고,True,False
00550082,캔버스엔,210120,20251105000276,20251105,주주총회소집공고,False,False
00550082,캔버스엔,210120,20250307000225,20250307,주주총회소집공고,False,False
00550082,캔버스엔,210120,20241205000094,20241205,주주총회소집공고,False,False
00550082,캔버스엔,210120,20241024000428,20241024,주주총회소집공고,False,False
00550082,캔버스엔,210120,20240313000640,20240313,주주총회소집공고,False,False
00288343,삼영이엔씨,065570,20260316001493,20260316,주주총회소집공고,False,False
00288343,삼영이엔씨,065570,20241007000438,20241007,주주총회소집공고,False,False
00288343,삼영이엔씨,065570,20240807000435,20240807,주주총회소집공고,False,False
00288343,삼영이엔씨,065570,20240313000755,20240313,주주총회소집공고,False,False
00111999,대원제약,003220,20260311004444,20260311,[기재정정]주주총회소집공고,True,False
00111999,대원제약,003220,20260225004349,20260225,주주총회소집공고,False,False
00111999,대원제약,003220,20250227006782,20250227,주주총회소집공고,False,False
00111999,대원제약,003220,20240307000824,20240307,주주총회소집공고,False,False
00870481,에코캡,128540,20260316001537,20260316,주주총회소집공고,False,False
00870481,에코캡,128540,20250314001730,20250314,주주총회소집공고,False,False
00870481,에코캡,128540,20240314001541,20240314,주주총회소집공고,False,False
01047169,지란지교시큐리티,208350,20260316000314,20260316,주주총회소집공고,False,False
01047169,지란지교시큐리티,208350,20250313000401,20250313,주주총회소집공고,False,False
01047169,지란지교시큐리티,208350,20240314000857,20240314,주주총회소집공고,False,False
01078178,RFHIC,218410,20260310002893,20260310,[기재정정]주주총회소집공고,True,False
01078178,RFHIC,218410,20260310002741,20260310,주주총회소집공고,False,False
01078178,RFHIC,218410,20250915000117,20250915,주주총회소집공고,False,False
01078178,RFHIC,218410,20250313000298,20250313,주주총회소집공고,False,False
01078178,RFHIC,218410,20240313000663,20240313,주주총회소집공고,False,False
01095722,심텍,222800,20260310002672,20260310,주주총회소집공고,False,False
01095722,심텍,222800,20250311000763,20250311,주주총회소집공고,False,False
01095722,심텍,222800,20240314000842,20240314,주주총회소집공고,False,False
01288410,셀바이오휴먼텍,318160,20260316001524,20260316,[기재정정]주주총회소집공고,True,False
01288410,셀바이오휴먼텍,318160,20260311003846,20260311,주주총회소집공고,False,False
01288410,셀바이오휴먼텍,318160,20250310000137,20250310,주주총회소집공고,False,False
01288410,셀바이오휴먼텍,318160,20240311000274,20240311,주주총회소집공고,False,False
01538528,에이에스텍,453860,20260316001553,20260316,주주총회소집공고,False,False
01538528,에이에스텍,453860,20251201000150,20251201,주주총회소집공고,False,False
01538528,에이에스텍,453860,20250313000560,20250313,주주총회소집공고,False,False
01538528,에이에스텍,453860,20240314000335,20240314,주주총회소집공고,False,False
01770203,조선내화,462520,20260225004374,20260225,주주총회소집공고,False,False
01770203,조선내화,462520,20250219000220,20250219,주주총회소집공고,False,False
01770203,조선내화,462520,20241120000015,20241120,주주총회소집공고,False,False
01770203,조선내화,462520,20240305000324,20240305,주주총회소집공고,False,False
00481454,금호타이어,073240,20260311004309,20260311,주주총회소집공고,False,False
00481454,금호타이어,073240,20250311000928,20250311,주주총회소집공고,False,False
00481454,금호타이어,073240,20240620000296,20240620,주주총회소집공고,False,False
00481454,금호타이어,073240,20240314000949,20240314,주주총회소집공고,False,False
01138595,뱅크웨어글로벌,199480,20260313000781,20260313,주주총회소집공고,False,False
01138595,뱅크웨어글로벌,199480,20250307000847,20250307,주주총회소집공고,False,False
00132202,선진뷰티사이언스,086710,20260310002288,20260310,주주총회소집공고,False,False
00132202,선진뷰티사이언스,086710,20250311001297,20250311,주주총회소집공고,False,False
00132202,선진뷰티사이언스,086710,20240311000196,20240311,주주총회소집공고,False,False
01139035,티에스아이,277880,20260316000676,20260316,[기재정정]주주총회소집공고,True,False
01139035,티에스아이,277880,20260311003920,20260311,주주총회소집공고,False,False
01139035,티에스아이,277880,20251002000175,20251002,[기재정정]주주총회소집공고,True,False
01139035,티에스아이,277880,20251002000028,20251002,주주총회소집공고,False,False
01139035,티에스아이,277880,20250311000909,20250311,주주총회소집공고,False,False
01139035,티에스아이,277880,20240313000416,20240313,주주총회소집공고,False,False
01544468,이엔셀,456070,20260312000942,20260312,주주총회소집공고,False,False
01544468,이엔셀,456070,20250313000931,20250313,주주총회소집공고,False,False
00367400,모티브링크,463480,20260312000822,20260312,주주총회소집공고,False,False
00367400,모티브링크,463480,20250314001209,20250314,주주총회소집공고,False,False
00113410,CJ대한통운,000120,20260309001727,20260309,주주총회소집공고,False,False
00113410,CJ대한통운,000120,20250306000757,20250306,주주총회소집공고,False,False
00113410,CJ대한통운,000120,20240311000562,20240311,[기재정정]주주총회소집공고,True,False
00113410,CJ대한통운,000120,20240307000984,20240308,[기재정정]주주총회소집공고,True,False
00113410,CJ대한통운,000120,20240307000959,20240307,주주총회소집공고,False,False
00216762,한양이엔지,045100,20260306000491,20260306,[기재정정]주주총회소집공고,True,False
00216762,한양이엔지,045100,20260226003265,20260226,주주총회소집공고,False,False
00216762,한양이엔지,045100,20250221000804,20250221,주주총회소집공고,False,False
00216762,한양이엔지,045100,20240228005673,20240228,주주총회소집공고,False,False
00131850,SK증권,001510,20260305001426,20260305,[기재정정]주주총회소집공고,True,False
00131850,SK증권,001510,20260304001605,20260304,주주총회소집공고,False,False
00536523,로보스타,090360,20260309001093,20260309,[기재정정]주주총회소집공고,True,False
00536523,로보스타,090360,20260305001369,20260305,주주총회소집공고,False,False
00536523,로보스타,090360,20250306000350,20250306,주주총회소집공고,False,False
00536523,로보스타,090360,20240805000367,20240805,주주총회소집공고,False,False
00536523,로보스타,090360,20240307000581,20240307,주주총회소집공고,False,False
00660750,하나머티리얼즈,166090,20260306000971,20260306,주주총회소집공고,False,False
00660750,하나머티리얼즈,166090,20250307000793,20250307,주주총회소집공고,False,False
00660750,하나머티리얼즈,166090,20240308000463,20240308,주주총회소집공고,False,False
01208751,아이에스티이,212710,20260316000493,20260316,주주총회소집공고,False,False
01208751,아이에스티이,212710,20250314001073,20250314,주주총회소집공고,False,False
01866926,KB제31호스팩,492220,20260304000255,20260304,주주총회소집공고,False,False
01866926,KB제31호스팩,492220,20250305000137,20250305,주주총회소집공고,False,False
01695498,이브이파킹서비스,419700,20241204000158,20241204,[기재정정]주주총회소집공고,True,False
01695498,이브이파킹서비스,419700,20241128000458,20241128,[기재정정]주주총회소집공고,True,False
01695498,이브이파킹서비스,419700,20241024000459,20241025,[기재정정]주주총회소집공고,True,False
01695498,이브이파킹서비스,419700,20241010000627,20241010,주주총회소집공고,False,False
01695498,이브이파킹서비스,419700,20240619000330,20240619,주주총회소집공고,False,False
01695498,이브이파킹서비스,419700,20240426000998,20240429,주주총회소집공고,False,False
01695498,이브이파킹서비스,419700,20240313001608,20240313,주주총회소집공고,False,False
00534701,세아메카닉스,396300,20260311003592,20260311,주주총회소집공고,False,False
00534701,세아메카닉스,396300,20250314000504,20250314,주주총회소집공고,False,False
00534701,세아메카닉스,396300,20241127000256,20241127,주주총회소집공고,False,False
00534701,세아메카닉스,396300,20240313000297,20240313,주주총회소집공고,False,False
00124540,대우건설,047040,20260304001608,20260304,주주총회소집공고,False,False
00124540,대우건설,047040,20251208000343,20251208,주주총회소집공고,False,False
00124540,대우건설,047040,20250305000759,20250305,주주총회소집공고,False,False
00124540,대우건설,047040,20240304000486,20240304,주주총회소집공고,False,False
01663055,한화플러스제3호기업인수목적,430460,20241008000060,20241008,주주총회소집공고,False,False
01663055,한화플러스제3호기업인수목적,430460,20240308000063,20240308,주주총회소집공고,False,False
00412597,현대홈쇼핑,057050,20260403000834,20260403,주주총회소집공고,False,False
00412597,현대홈쇼핑,057050,20260225005668,20260225,주주총회소집공고,False,False
00412597,현대홈쇼핑,057050,20250224003983,20250224,주주총회소집공고,False,False
00412597,현대홈쇼핑,057050,20240222001987,20240222,주주총회소집공고,False,False
01857991,디비금융제13호스팩,489730,20260311003488,20260311,주주총회소집공고,False,False
01857991,디비금융제13호스팩,489730,20250311000589,20250311,주주총회소집공고,False,False
00861720,이즈미디어,181340,20240129000226,20240129,주주총회소집공고,False,False
01316245,효성중공업,298040,20260225005386,20260225,주주총회소집공고,False,False
01316245,효성중공업,298040,20250226005427,20250226,주주총회소집공고,False,False
01316245,효성중공업,298040,20240223003331,20240223,주주총회소집공고,False,False
01370863,그린리소스,402490,20260319000249,20260319,[기재정정]주주총회소집공고,True,False
01370863,그린리소스,402490,20260310002470,20260310,[기재정정]주주총회소집공고,True,False
01370863,그린리소스,402490,20260309001936,20260310,주주총회소집공고,False,False
01370863,그린리소스,402490,20250912000144,20250912,[기재정정]주주총회소집공고,True,False
01370863,그린리소스,402490,20250912000125,20250912,[기재정정]주주총회소집공고,True,False
01370863,그린리소스,402490,20250911000364,20250911,[기재정정]주주총회소집공고,True,False
01370863,그린리소스,402490,20250911000083,20250911,주주총회소집공고,False,False
01370863,그린리소스,402490,20250310000867,20250310,주주총회소집공고,False,False
01370863,그린리소스,402490,20240308000663,20240308,주주총회소집공고,False,False
01574760,신한제8호기업인수목적,393360,20240726000337,20240726,주주총회소집공고,False,False
01574760,신한제8호기업인수목적,393360,20240603000057,20240603,주주총회소집공고,False,False
01574760,신한제8호기업인수목적,393360,20240306000083,20240306,주주총회소집공고,False,False
00528791,제일엠앤에스,412540,20260316001637,20260317,주주총회소집공고,False,False
00528791,제일엠앤에스,412540,20250313000757,20250313,주주총회소집공고,False,False
00629212,딜리,131180,20260306000718,20260306,주주총회소집공고,False,False
00629212,딜리,131180,20250314001297,20250314,[기재정정]주주총회소집공고,True,False
00629212,딜리,131180,20250310000920,20250310,[기재정정]주주총회소집공고,True,False
00629212,딜리,131180,20250307000826,20250307,주주총회소집공고,False,False
00629212,딜리,131180,20240308000779,20240308,주주총회소집공고,False,False
00111810,대웅,003090,20260225006045,20260226,주주총회소집공고,False,False
00111810,대웅,003090,20250225004055,20250225,주주총회소집공고,False,False
00111810,대웅,003090,20240227007810,20240227,주주총회소집공고,False,False
01259056,애닉,299910,20240726000543,20240726,주주총회소집공고,False,False
01259056,애닉,299910,20240314000451,20240314,주주총회소집공고,False,False
00259545,엠에스오토텍,123040,20260316001546,20260316,주주총회소집공고,False,False
00259545,엠에스오토텍,123040,20250313000934,20250313,주주총회소집공고,False,False
00259545,엠에스오토텍,123040,20241231000179,20241231,주주총회소집공고,False,False
00259545,엠에스오토텍,123040,20240612000230,20240612,주주총회소집공고,False,False
00259545,엠에스오토텍,123040,20240314000758,20240314,주주총회소집공고,False,False
01208821,팡스카이,266350,20260313000057,20260313,주주총회소집공고,False,False
01208821,팡스카이,266350,20251030000160,20251030,주주총회소집공고,False,False
01208821,팡스카이,266350,20250314000157,20250314,주주총회소집공고,False,False
00159209,한전기술,052690,20260430001131,20260430,주주총회소집공고,False,False
00159209,한전기술,052690,20260316001183,20260316,주주총회소집공고,False,False
00159209,한전기술,052690,20260303002958,20260303,주주총회소집공고,False,False
00159209,한전기술,052690,20251202000332,20251202,주주총회소집공고,False,False
00159209,한전기술,052690,20250314000280,20250314,주주총회소집공고,False,False
00159209,한전기술,052690,20250211000040,20250211,주주총회소집공고,False,False
00159209,한전기술,052690,20241206000065,20241206,주주총회소집공고,False,False
00159209,한전기술,052690,20240415000933,20240415,주주총회소집공고,False,False
00159209,한전기술,052690,20240313001202,20240313,주주총회소집공고,False,False
00868705,윈스테크넷,136540,20260305001071,20260305,주주총회소집공고,False,False
00868705,윈스테크넷,136540,20250313000031,20250313,주주총회소집공고,False,False
00868705,윈스테크넷,136540,20240307000852,20240307,주주총회소집공고,False,False
00821607,알톤,123750,20260309001729,20260309,주주총회소집공고,False,False
00821607,알톤,123750,20250310000702,20250310,주주총회소집공고,False,False
00821607,알톤,123750,20240304000501,20240304,주주총회소집공고,False,False
00155124,평화홀딩스,010770,20260316000840,20260316,[기재정정]주주총회소집공고,True,False
00155124,평화홀딩스,010770,20260223003610,20260223,주주총회소집공고,False,False
00155124,평화홀딩스,010770,20250317000612,20250317,[기재정정]주주총회소집공고,True,False
00155124,평화홀딩스,010770,20250310000922,20250310,주주총회소집공고,False,False
00155124,평화홀딩스,010770,20240319000663,20240319,[기재정정]주주총회소집공고,True,False
00155124,평화홀딩스,010770,20240312000704,20240312,주주총회소집공고,False,False
00258801,카카오,035720,20260311004482,20260311,[기재정정]주주총회소집공고,True,False
00258801,카카오,035720,20260224004397,20260224,주주총회소집공고,False,False
00258801,카카오,035720,20250311001158,20250311,[기재정정]주주총회소집공고,True,False
00258801,카카오,035720,20250220001825,20250220,주주총회소집공고,False,False
00297989,오르비텍,046120,20260316000285,20260316,[기재정정]주주총회소집공고,True,False
00297989,오르비텍,046120,20260313000347,20260313,[기재정정]주주총회소집공고,True,False
00297989,오르비텍,046120,20260312000045,20260312,[기재정정]주주총회소집공고,True,False
00297989,오르비텍,046120,20260311004620,20260311,주주총회소집공고,False,False
00297989,오르비텍,046120,20250314000584,20250314,[기재정정]주주총회소집공고,True,False
00297989,오르비텍,046120,20250310000925,20250310,주주총회소집공고,False,False
00297989,오르비텍,046120,20240308000652,20240308,주주총회소집공고,False,False
00357360,한세엠케이,069640,20260311004569,20260311,주주총회소집공고,False,False
00357360,한세엠케이,069640,20250311000547,20250311,주주총회소집공고,False,False
00357360,한세엠케이,069640,20240313000600,20240313,주주총회소집공고,False,False
00338170,이닉스,452400,20260311003344,20260311,주주총회소집공고,False,False
00338170,이닉스,452400,20250317000847,20250317,[기재정정]주주총회소집공고,True,False
00338170,이닉스,452400,20250313000112,20250313,주주총회소집공고,False,False
00338170,이닉스,452400,20240313000059,20240313,주주총회소집공고,False,False
00390055,종근당바이오,063160,20260225003644,20260225,주주총회소집공고,False,False
00390055,종근당바이오,063160,20250225004168,20250225,주주총회소집공고,False,False
00390055,종근당바이오,063160,20240228007726,20240228,주주총회소집공고,False,False
00427483,대웅제약,069620,20260225006062,20260226,주주총회소집공고,False,False
00427483,대웅제약,069620,20250225003874,20250225,주주총회소집공고,False,False
00427483,대웅제약,069620,20240227007617,20240227,주주총회소집공고,False,False
00397191,팬엔터테인먼트,068050,20260310002999,20260310,[기재정정]주주총회소집공고,True,False
00397191,팬엔터테인먼트,068050,20260310002491,20260310,주주총회소집공고,False,False
00397191,팬엔터테인먼트,068050,20250311000414,20250311,주주총회소집공고,False,False
00397191,팬엔터테인먼트,068050,20240311000349,20240311,주주총회소집공고,False,False
00445054,하나마이크론,067310,20260319000033,20260319,[기재정정]주주총회소집공고,True,False
00445054,하나마이크론,067310,20260311003632,20260311,주주총회소집공고,False,False
00445054,하나마이크론,067310,20250701000298,20250701,[기재정정]주주총회소집공고,True,False
00445054,하나마이크론,067310,20250625000393,20250625,주주총회소집공고,False,False
00445054,하나마이크론,067310,20250320001707,20250320,[기재정정]주주총회소집공고,True,False
00445054,하나마이크론,067310,20250311001271,20250311,주주총회소집공고,False,False
00445054,하나마이크론,067310,20240320001671,20240320,[기재정정]주주총회소집공고,True,False
00445054,하나마이크론,067310,20240313001220,20240313,주주총회소집공고,False,False
00155638,피에스텍,002230,20260310002241,20260310,주주총회소집공고,False,False
00155638,피에스텍,002230,20250310000157,20250310,주주총회소집공고,False,False
00155638,피에스텍,002230,20240312000907,20240312,주주총회소집공고,False,False
01276901,엔피,291230,20260310002953,20260310,주주총회소집공고,False,False
01276901,엔피,291230,20250310000762,20250310,주주총회소집공고,False,False
01276901,엔피,291230,20240320001814,20240320,[기재정정]주주총회소집공고,True,False
01276901,엔피,291230,20240308000604,20240308,주주총회소집공고,False,False
01302853,아이씨에이치,368600,20260310002434,20260310,주주총회소집공고,False,False
01302853,아이씨에이치,368600,20250313000570,20250313,주주총회소집공고,False,False
01302853,아이씨에이치,368600,20240313000687,20240313,주주총회소집공고,False,False
01804476,유안타제16호스팩,474490,20260313000602,20260313,주주총회소집공고,False,False
01804476,유안타제16호스팩,474490,20250305000651,20250305,주주총회소집공고,False,False
00155319,POSCO홀딩스,005490,20260219002856,20260219,주주총회소집공고,False,False
00155319,POSCO홀딩스,005490,20250224004033,20250224,[기재정정]주주총회소집공고,True,False
00155319,POSCO홀딩스,005490,20250220001230,20250220,[기재정정]주주총회소집공고,True,False
00155319,POSCO홀딩스,005490,20250219002040,20250219,주주총회소집공고,False,False
00155319,POSCO홀딩스,005490,20240221002234,20240221,주주총회소집공고,False,False
00157681,롯데정밀화학,004000,20260225005719,20260225,주주총회소집공고,False,False
00157681,롯데정밀화학,004000,20250225003360,20250225,주주총회소집공고,False,False
00157681,롯데정밀화학,004000,20240228008629,20240228,주주총회소집공고,False,False
00939687,동일고무벨트,163560,20260310002557,20260310,주주총회소집공고,False,False
00939687,동일고무벨트,163560,20251016000195,20251016,주주총회소집공고,False,False
00939687,동일고무벨트,163560,20250304000469,20250304,주주총회소집공고,False,False
00939687,동일고무벨트,163560,20240305000187,20240305,주주총회소집공고,False,False
00540641,동양고속,084670,20260323001357,20260323,[기재정정]주주총회소집공고,True,False
00540641,동양고속,084670,20260310002704,20260310,주주총회소집공고,False,False
00540641,동양고속,084670,20250320001152,20250320,[기재정정]주주총회소집공고,True,False
00540641,동양고속,084670,20250228005288,20250228,주주총회소집공고,False,False
00540641,동양고속,084670,20240305000490,20240305,주주총회소집공고,False,False
00684802,에이플러스에셋,244920,20260325000347,20260325,[기재정정]주주총회소집공고,True,False
00684802,에이플러스에셋,244920,20260313001095,20260313,[기재정정]주주총회소집공고,True,False
