corp_code,corp_name,stock_code,rcept_no,rcept_dt,report_nm,is_correction,is_extraordinary
01058101,라파스,214260,20260320001367,20260320,[기재정정]주주총회소집공고,True,False
01058101,라파스,214260,20260310002331,20260310,주주총회소집공고,False,False
01058101,라파스,214260,20250318001426,20250318,[기재정정]주주총회소집공고,True,False
01058101,라파스,214260,20250305000625,20250305,주주총회소집공고,False,False
01058101,라파스,214260,20240315000665,20240315,[기재정정]주주총회소집공고,True,False
01058101,라파스,214260,20240306000017,20240306,[기재정정]주주총회소집공고,True,False
01058101,라파스,214260,20240305000201,20240305,주주총회소집공고,False,False
01213586,아이디피,332370,20260226004302,20260226,주주총회소집공고,False,False
01213586,아이디피,332370,20250228005143,20250228,주주총회소집공고,False,False
01213586,아이디피,332370,20240229002146,20240229,주주총회소집공고,False,False
00552992,진매트릭스,109820,20260225004950,20260225,주주총회소집공고,False,False
00552992,진매트릭스,109820,20250227006152,20250227,주주총회소집공고,False,False
00552992,진매트릭스,109820,20240312000947,20240312,[기재정정]주주총회소집공고,True,False
00552992,진매트릭스,109820,20240305000326,20240305,주주총회소집공고,False,False
00396925,엠로,058970,20260303002466,20260303,주주총회소집공고,False,False
00396925,엠로,058970,20250304000439,20250304,주주총회소집공고,False,False
00396925,엠로,058970,20240305000357,20240305,주주총회소집공고,False,False
01141942,액트로,290740,20260317000776,20260317,[기재정정]주주총회소집공고,True,False
01141942,액트로,290740,20260312001193,20260312,[기재정정]주주총회소집공고,True,False
01141942,액트로,290740,20260310002476,20260310,주주총회소집공고,False,False
01141942,액트로,290740,20250312000739,20250312,주주총회소집공고,False,False
01141942,액트로,290740,20240308000278,20240308,주주총회소집공고,False,False
00447760,미래컴퍼니,049950,20260311004365,20260311,주주총회소집공고,False,False
00447760,미래컴퍼니,049950,20250313000825,20250313,주주총회소집공고,False,False
00447760,미래컴퍼니,049950,20240308000810,20240308,주주총회소집공고,False,False
00118284,동일금속,109860,20260311003951,20260311,주주총회소집공고,False,False
00118284,동일금속,109860,20250313000614,20250313,주주총회소집공고,False,False
00118284,동일금속,109860,20240307000493,20240307,주주총회소집공고,False,False
00442145,아바코,083930,20260312000082,20260312,[기재정정]주주총회소집공고,True,False
00442145,아바코,083930,20260311004094,20260311,주주총회소집공고,False,False
00442145,아바코,083930,20250311000685,20250311,주주총회소집공고,False,False
00442145,아바코,083930,20241203000189,20241203,주주총회소집공고,False,False
00442145,아바코,083930,20240311000752,20240311,주주총회소집공고,False,False
00411446,큐에스아이,066310,20260306001016,20260306,[기재정정]주주총회소집공고,True,False
00411446,큐에스아이,066310,20260306000419,20260306,주주총회소집공고,False,False
00411446,큐에스아이,066310,20250307000918,20250307,주주총회소집공고,False,False
00411446,큐에스아이,066310,20240304000393,20240304,주주총회소집공고,False,False
01137295,프리시젼바이오,335810,20260310002861,20260310,주주총회소집공고,False,False
01137295,프리시젼바이오,335810,20251215000091,20251215,주주총회소집공고,False,False
01137295,프리시젼바이오,335810,20251001000230,20251001,주주총회소집공고,False,False
01137295,프리시젼바이오,335810,20250311000836,20250311,주주총회소집공고,False,False
01137295,프리시젼바이오,335810,20240912000304,20240912,주주총회소집공고,False,False
01137295,프리시젼바이오,335810,20240311000593,20240311,주주총회소집공고,False,False
00532129,영림원소프트랩,060850,20260310002079,20260310,주주총회소집공고,False,False
00532129,영림원소프트랩,060850,20250311000365,20250311,주주총회소집공고,False,False
00532129,영림원소프트랩,060850,20240312000282,20240312,주주총회소집공고,False,False
01459212,원준,382840,20260316000668,20260316,주주총회소집공고,False,False
01459212,원준,382840,20250314001491,20250314,주주총회소집공고,False,False
01459212,원준,382840,20240313000473,20240313,주주총회소집공고,False,False
00763473,코스메카코리아,241710,20260311004151,20260311,주주총회소집공고,False,False
00763473,코스메카코리아,241710,20250313001406,20250313,주주총회소집공고,False,False
00763473,코스메카코리아,241710,20240814001894,20240814,주주총회소집공고,False,False
00763473,코스메카코리아,241710,20240314001727,20240314,주주총회소집공고,False,False
00442048,아바텍,149950,20260305001607,20260305,주주총회소집공고,False,False
00442048,아바텍,149950,20250305000717,20250305,주주총회소집공고,False,False
00442048,아바텍,149950,20240305000343,20240305,주주총회소집공고,False,False
00663289,위월드,140660,20260306000235,20260306,주주총회소집공고,False,False
00663289,위월드,140660,20251218000114,20251218,주주총회소집공고,False,False
00663289,위월드,140660,20250415000396,20250415,주주총회소집공고,False,False
00663289,위월드,140660,20250307000476,20250307,주주총회소집공고,False,False
00663289,위월드,140660,20240326000209,20240326,[기재정정]주주총회소집공고,True,False
00663289,위월드,140660,20240308000485,20240308,주주총회소집공고,False,False
00267979,한일화학,007770,20260316000386,20260316,주주총회소집공고,False,False
00267979,한일화학,007770,20250310000538,20250310,주주총회소집공고,False,False
00267979,한일화학,007770,20240312000523,20240312,주주총회소집공고,False,False
00530121,디에스케이,109740,20260316001095,20260316,주주총회소집공고,False,False
00530121,디에스케이,109740,20250310000896,20250310,주주총회소집공고,False,False
00530121,디에스케이,109740,20240311000734,20240311,주주총회소집공고,False,False
00166272,화승코퍼레이션,013520,20260317000708,20260317,[기재정정]주주총회소집공고,True,False
00166272,화승코퍼레이션,013520,20260316000714,20260316,주주총회소집공고,False,False
00166272,화승코퍼레이션,013520,20250318000239,20250318,[기재정정]주주총회소집공고,True,False
00166272,화승코퍼레이션,013520,20250314000664,20250314,주주총회소집공고,False,False
00166272,화승코퍼레이션,013520,20240313000426,20240313,주주총회소집공고,False,False
00393618,제노텍,066830,20260304001162,20260304,주주총회소집공고,False,False
