isu_cd,effective_date,factor,event_type,source,evidence,price_check,confidence,note
000040,20180112,0.636121085794149,reduction,v1+ledger,20171013000509,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000050,20161028,10,split,v1+ledger,20160727800321,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000100,20161229,1.04602984825169,bonus,disclosure,20161214000116,pass,confirmed,"신주 513,350 = 공시 bonus | 주식수반영일 20170123"
000100,20171228,1.04658519157037,bonus,disclosure,20171213000061,pass,confirmed,"신주 543,458 = 공시 bonus | 주식수반영일 20180122"
000100,20181228,1.04650213270907,bonus,disclosure,20181212000350,pass,confirmed,"신주 567,761 = 공시 bonus | 주식수반영일 20190122"
000100,20191230,1.04650869934254,bonus,disclosure,20191210000159,pass,confirmed,"신주 594,247 = 공시 bonus | 주식수반영일 20200122"
000100,20200408,5,split,v1+ledger,20200227800582,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000100,20201230,1.04660929828988,bonus,disclosure,20201211000171,pass,confirmed,"신주 3,116,149 = 공시 bonus | 주식수반영일 20210122"
000100,20211230,1.04656823216523,bonus,disclosure,20211206000320,pass,confirmed,"신주 3,258,517 = 공시 bonus | 주식수반영일 20220121"
000100,20221229,1.04652618226622,bonus,disclosure,20221122000074,pass,confirmed,"신주 3,407,181 = 공시 bonus | 주식수반영일 20230120"
000100,20231228,1.04658754654325,bonus,disclosure,20231124000264,pass,confirmed,"신주 3,570,407 = 공시 bonus | 주식수반영일 20240119"
000105,20200408,5,split,v1+ledger,20200227800582,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000180,20160511,10,split,v1+ledger,20160302800162,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000180,20260427,0.2,merge,v1+ledger,20260311801627,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000220,20210330,1.92824750751284,bonus,disclosure,20210316000043,warn,confirmed,"신주 7,458,698 = 공시 bonus | 주식수반영일 20210421"
000230,20200305,1.04888059508187,bonus,disclosure,20200214001066,pass,confirmed,"신주 537,813 = 공시 bonus | 주식수반영일 20200325"
000300,20260114,0.5,reduction,v1+ledger,20251031000105,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000480,20230413,10,split,v1+ledger,20230324800161,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000520,20210412,2.00314717360807,split,v1+ledger,20210409800722,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000520,20230324,1.09444833733763,bonus,disclosure,20230309000219,pass,confirmed,"신주 1,295,307 = 공시 bonus | 주식수반영일 20230420"
000670,20250425,10.3735260906386,split,v1+ledger,20250410800652,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
000860,20250430,2,split,v1+ledger,20250403800290,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
00088K,20241213,0.863494170523318,reduction,v1+ledger,20241210000165,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001000,20160401,5,split,v1+ledger,20160329900860,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001060,20160119,1.04995503876212,bonus,disclosure,20151216000222,pass,confirmed,"신주 891,744 = 공시 bonus | 주식수반영일 20160119"
001060,20171228,1.01998226015374,bonus,disclosure,20171215000306,pass,confirmed,"신주 382,685 = 공시 bonus | 주식수반영일 20180122"
001060,20181228,1.01975334074543,bonus,disclosure,20181218000327,pass,confirmed,"신주 391,224 = 공시 bonus | 주식수반영일 20190121"
001060,20191230,1.02963044335713,bonus,disclosure,20191216000136,pass,confirmed,"신주 602,032 = 공시 bonus | 주식수반영일 20200120"
001060,20201230,1.0296305162501,bonus,disclosure,20201216000198,pass,confirmed,"신주 619,872 = 공시 bonus | 주식수반영일 20210120"
001060,20211230,1.0296266106021,bonus,disclosure,20211215000107,pass,confirmed,"신주 638,155 = 공시 bonus | 주식수반영일 20220120"
001060,20230313,1.02962181443922,bonus,disclosure,20230227003394,pass,confirmed,"신주 656,955 = 공시 bonus | 주식수반영일 20230331"
001060,20231228,1.01974571005712,bonus,disclosure,20231215000524,pass,confirmed,"신주 450,894 = 공시 bonus | 주식수반영일 20240119"
001070,20180118,5,split,v1+ledger,20171114801811,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001080,20260309,10,split,v1+ledger,20260210800335,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001130,20260518,10,split,v1+ledger,20260312802368,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001140,20190503,10,split,v1+ledger,20190318801014,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001230,20260529,4.89010544273809,split,v1+ledger,20260211801330,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001380,20260511,0.499999988880028,merge,v1+ledger,20260310800561,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001390,20230828,5,split,v1+ledger,20230727800888,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001440,20230516,0.0999999992768023,merge,v1+ledger,20230222800647,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001470,20190502,5,split,v1+ledger,20190306801147,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001515,20260427,0.5,merge,v1+ledger,20260422800549,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001525,20260619,0.85025682700075,merge,v1+ledger,20260602800736,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001527,20260619,0.859667049056667,merge,v1+ledger,20260602800736,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001530,20220418,1.01839042002983,split,v1+ledger,20220404800162,warn,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001620,20260518,0.199999998202942,merge,v1+ledger,20260310800693,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001790,20210414,5,split,v1+ledger,20210302800249,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001790,20210429,2,bonus,disclosure,20210323000257,warn,confirmed,"신주 44,848,290 = 공시 bonus | 주식수반영일 20210525"
001795,20210414,5,split,v1+ledger,20210302800249,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001795,20210429,2,bonus,disclosure,20210323000257,warn,confirmed,"신주 3,241,380 = 공시 bonus | 주식수반영일 20210525"
001840,20260123,0.729926974215519,reduction,v1+ledger,20251111000287,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
001940,20180504,5,split,v1+ledger,20180321800347,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002070,20200206,10,split,v1+ledger,20191211800385,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002070,20200821,0.2,merge,v1+ledger,20200703800579,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002070,20260506,0.033187393675783,reduction,v1+ledger,20260313001188,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002200,20230417,10,split,v1+ledger,20230302800722,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002220,20190424,10,split,v1+ledger,20190322801117,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002240,20171228,1.11111111111111,bonus,disclosure,20171110000125,pass,confirmed,"신주 2,000,000 = 공시 bonus | 주식수반영일 20180131"
002240,20201230,1.15,bonus,disclosure,20201210000105,pass,confirmed,"신주 3,000,000 = 공시 bonus | 주식수반영일 20210129"
002240,20221229,1.08695652173913,bonus,disclosure,20221209000117,pass,confirmed,"신주 2,000,000 = 공시 bonus | 주식수반영일 20230127"
002240,20241230,1.08,bonus,disclosure,20241108000189,pass,confirmed,"신주 2,000,000 = 공시 bonus | 주식수반영일 20250122"
002310,20240419,5,split,v1+ledger,20240228800830,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002360,20260522,0.1,merge,v1+ledger,20260227801434,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002410,20171206,5,split,v1+ledger,20170828800065,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002420,20210421,10,split,v1+ledger,20210408800277,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002630,20200221,0.445441397046819,reduction,v1+ledger,20191122000338,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002630,20260609,0.499999995783544,merge,v1+ledger,20260331802371,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002720,20210302,1.04758398132227,bonus,disclosure,20210216000359,pass,confirmed,"신주 875,570 = 공시 bonus | 주식수반영일 20210323"
002720,20220318,1.04767870455056,bonus,disclosure,20220304000056,pass,confirmed,"신주 919,059 = 공시 bonus | 주식수반영일 20220411"
002720,20230317,1.04776805558602,bonus,disclosure,20230228001544,pass,confirmed,"신주 964,683 = 공시 bonus | 주식수반영일 20230417"
002760,20170511,5,split,v1+ledger,20170410800252,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002840,20190329,6.49704880377836,bonus,disclosure,20190228000002,warn,confirmed,"신주 4,259,883 = 공시 bonus | 주식수반영일 20190418"
002870,20170511,10,split,v1+ledger,20170403800617,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002900,20160502,10,split,v1+ledger,20160126800251,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002900,20230522,0.199999997374531,merge,v1+ledger,20230509800568,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
002900,20230531,1.47849847734298,bonus,disclosure,20230517000192,warn,confirmed,"신주 14,580,207 = 공시 bonus | 주식수반영일 20230616"
003060,20260508,0.0666666633065845,reduction,v1+ledger,20260223003828,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003080,20160513,10,split,v1+ledger,20160217800360,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003090,20170518,5,split,v1+ledger,20170222800214,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003120,20230417,5,split,v1+ledger,20230228800950,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003200,20230414,10,split,v1+ledger,20230220800434,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003220,20160218,1.02973047233935,bonus,disclosure,20160204000522,pass,confirmed,"신주 510,502 = 공시 bonus | 주식수반영일 20160311"
003220,20170207,1.02950376845771,bonus,disclosure,20170124000104,pass,confirmed,"신주 521,671 = 공시 bonus | 주식수반영일 20170302"
003220,20180219,1.04919092411077,bonus,disclosure,20180305000079,pass,confirmed,"신주 895,431 = 공시 bonus | 주식수반영일 20180320"
003220,20190211,1.02953466865592,bonus,disclosure,20190128000153,pass,confirmed,"신주 564,071 = 공시 bonus | 주식수반영일 20190227"
003220,20200217,1.029544603718,bonus,disclosure,20200203000107,pass,confirmed,"신주 580,926 = 공시 bonus | 주식수반영일 20200306"
003220,20210218,1.04847062057085,bonus,disclosure,20210208000262,pass,confirmed,"신주 981,220 = 공시 bonus | 주식수반영일 20210319"
003220,20220307,1.02911746307614,bonus,disclosure,20220221001654,pass,confirmed,"신주 618,013 = 공시 bonus | 주식수반영일 20220407"
003280,20190624,0.468997633713517,reduction,v1+ledger,20190618000142,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003280,20210708,0.223772024050291,reduction,v1+ledger,20210511000349,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003300,20201214,5,split,v1+ledger,20201013800394,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003350,20260420,5,split,v1+ledger,20260220800757,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003410,20180711,5,split,v1+ledger,20180622800697,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003415,20180711,5,split,v1+ledger,20180622800697,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003460,20200414,5,split,v1+ledger,20200311801322,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003465,20200414,5,split,v1+ledger,20200311801322,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003560,20230914,0.0666666658412288,reduction,v1+ledger,20230721000150,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003560,20240104,0.333333292741609,reduction,v1+ledger,20231130001657,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003580,20161019,0.19999990615598,reduction,v1+ledger,20160708000362,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003580,20170908,10,split,v1+ledger,20170530800573,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003610,20190129,10,split,v1+ledger,20181204800378,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003690,20221212,1.16992583878409,bonus,disclosure,20221128000539,pass,confirmed,"신주 20,453,823 = 공시 bonus | 주식수반영일 20221228"
003690,20231120,1.17429395504947,bonus,disclosure,20231106000177,pass,confirmed,"신주 24,544,587 = 공시 bonus | 주식수반영일 20231212"
003690,20241106,1.17810936471288,bonus,disclosure,20241023000303,pass,confirmed,"신주 29,453,505 = 공시 bonus | 주식수반영일 20241125"
003800,20181022,5,split,v1+ledger,20181019900561,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003850,20160129,1.04850746268657,bonus,disclosure,20151215000051,pass,confirmed,"신주 390,000 = 공시 bonus | 주식수반영일 20160129"
003850,20161229,1.04863582443654,bonus,disclosure,20161215000107,pass,confirmed,"신주 410,000 = 공시 bonus | 주식수반영일 20170126"
003850,20180430,5,split,v1+ledger,20180320800738,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003850,20201230,1.0944981100378,bonus,disclosure,20201211000589,pass,confirmed,"신주 4,500,000 = 공시 bonus | 주식수반영일 20210120"
003850,20210716,1.19108722039188,mixed,disclosure,20210705000064,pass,confirmed,"신주 11,020,000 = 공시 mixed | 주식수반영일 20210810"
003920,20241120,10,split,v1+ledger,20241030800193,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
003925,20241120,10,split,v1+ledger,20241030800193,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004090,20210415,19.37442002442,split,v1+ledger,20210225800081,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율 +동일일 복수이벤트 병합"
004150,20190514,1.01776985099894,bonus,disclosure,20190308001003,pass,confirmed,"신주 823,808 = 공시 bonus | 주식수반영일 20190607"
004200,20160310,0.41075,reduction,v1+ledger,20160201000362,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004200,20190911,0.499999983573645,reduction,v1+ledger,20190709000254,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004270,20260506,0.1,merge,v1+ledger,20260303800838,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004410,20260521,0.0999999984792807,merge,v1+ledger,20260320800114,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004415,20260521,0.1,merge,v1+ledger,20260320800114,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004590,20180427,2,split,v1+ledger,20180426900709,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004590,20190426,5,split,v1+ledger,20190425900553,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
004990,20160517,10,split,v1+ledger,20160307800248,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005010,20220713,5,split,v1+ledger,20220509800521,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005110,20231027,0.199999993550609,reduction,v1+ledger,20230906000405,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005300,20190503,10,split,v1+ledger,20190306800773,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005305,20190503,10,split,v1+ledger,20190306800773,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005320,20260520,0.5,merge,v1+ledger,20260311801027,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005420,20220622,1.11989930184932,mixed,disclosure,20220609000089,warn,confirmed,"신주 3,748,071 = 공시 mixed | 주식수반영일 20220718"
005670,20190628,1.25,bonus,disclosure,20190612000194,pass,confirmed,"신주 2,000,000 = 공시 bonus | 주식수반영일 20190723"
005710,20170317,1.1,bonus,disclosure,20170405002389,pass,confirmed,"신주 1,821,600 = 공시 bonus | 주식수반영일 20170412"
005720,20160520,10,split,v1+ledger,20160223800353,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005725,20160520,10,split,v1+ledger,20160223800353,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005740,20160517,10,split,v1+ledger,20160224800726,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005745,20160517,10,split,v1+ledger,20160224800726,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005800,20220418,10,split,v1+ledger,20220310800196,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005810,20210201,1.45312300203977,bonus,disclosure,20210118000270,warn,confirmed,"신주 3,245,972 = 공시 bonus | 주식수반영일 20210218"
005810,20240304,1.47891989436764,bonus,disclosure,20240214002225,warn,confirmed,"신주 4,668,764 = 공시 bonus | 주식수반영일 20240322"
005880,20201012,10,split,v1+ledger,20200812800453,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005930,20180504,50,split,v1+ledger,20180316800856,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005935,20180504,50,split,v1+ledger,20180316800856,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005965,20161104,0.776015346218106,reduction,v1+ledger,20161014000193,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005980,20160819,10,split,v1+ledger,20160616800411,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
005980,20180124,0.0999999930301289,merge,v1+ledger,20171026800616,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
006040,20221128,5,split,v1+ledger,20221116800324,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
006040,20241230,1.09999998611955,bonus,disclosure,20241212000102,pass,confirmed,"신주 3,602,189 = 공시 bonus | 주식수반영일 20250121"
006140,20180920,1.5,bonus,disclosure,20180905000010,warn,confirmed,"신주 5,000,000 = 공시 bonus | 주식수반영일 20181019"
006200,20260520,0.199999995726782,merge,v1+ledger,20260304801670,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
006380,20240502,0.2,reduction,v1+ledger,20240429001211,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
006580,20170526,10,split,v1+ledger,20170523900201,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
006620,20210302,2.9638683881716,bonus,disclosure,20210215000052,warn,confirmed,"신주 18,860,992 = 공시 bonus | 주식수반영일 20210405"
006730,20171120,1.24900938666442,bonus,disclosure,20171103000016,pass,confirmed,"신주 9,403,962 = 공시 bonus | 주식수반영일 20171219"
006740,20230419,2.32629854059539,bonus,disclosure,20230406002900,warn,confirmed,"신주 26,500,986 = 공시 bonus | 주식수반영일 20230512"
006740,20260529,0.0833333216324156,reduction,v1+ledger,20260330001467,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
006740,20260626,5,split,v1+ledger,20260316801629,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
006980,20210419,0.1,merge,v1+ledger,20210312801510,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
007120,20190517,1.24999999275973,split,v1+ledger,20190313801378,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
007120,20230504,0.199999994261857,merge,v1+ledger,20230303800735,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
007280,20260507,0.499999991778116,merge,v1+ledger,20260316801638,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
007340,20241008,6.06012954766382,split,v1+ledger,20240904800252,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
007460,20230119,0.333333332457301,reduction,v1+ledger,20230110800357,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
007460,20260508,0.0666666646422012,reduction,v1+ledger,20260223801206,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
007530,20210603,1.49415567778241,bonus,disclosure,20210520000058,warn,confirmed,"신주 6,341,484 = 공시 bonus | 주식수반영일 20210618"
007690,20210820,1.5507161374973,mixed,disclosure,20210809000014,warn,confirmed,"신주 1,600,000 = 공시 mixed | 주식수반영일 20210902 +동일일 복수이벤트 병합"
008500,20251215,5,split,v1+ledger,20250930800326,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
008600,20260320,0.0999999866143215,reduction,v1+ledger,20260318000252,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
008830,20190430,10,split,v1+ledger,20190429900519,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
008930,20160119,1.01931933017383,bonus,disclosure,20151209000203,pass,confirmed,"신주 1,104,786 = 공시 bonus | 주식수반영일 20160119"
008930,20170215,1.0684430236937,bonus,disclosure,20170103000009,pass,confirmed,"신주 3,989,565 = 공시 bonus | 주식수반영일 20170307"
008930,20171228,1.01957924641916,bonus,disclosure,20171214000384,pass,confirmed,"신주 1,219,393 = 공시 bonus | 주식수반영일 20180123"
008930,20181228,1.01958436780066,bonus,disclosure,20181213000339,pass,confirmed,"신주 1,243,593 = 공시 bonus | 주식수반영일 20190123"
008930,20191230,1.01958963505783,bonus,disclosure,20191212000262,pass,confirmed,"신주 1,268,289 = 공시 bonus | 주식수반영일 20200123"
008930,20201230,1.0195945990881,bonus,disclosure,20201215000179,pass,confirmed,"신주 1,293,462 = 공시 bonus | 주식수반영일 20210122"
008930,20211230,1.01959855321057,bonus,disclosure,20211216000370,pass,confirmed,"신주 1,319,073 = 공시 bonus | 주식수반영일 20220121"
008930,20221229,1.01942851100795,bonus,disclosure,20221215000401,pass,confirmed,"신주 1,333,256 = 공시 bonus | 주식수반영일 20230120"
008970,20250912,0.499999996871124,merge,v1+ledger,20250616800556,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009190,20160106,0.199999987010809,reduction,v1+ledger,20151008000588,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009310,20250509,0.199999990573532,reduction,v1+ledger,20250311000400,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009310,20260511,0.199999963445406,reduction,v1+ledger,20260311003950,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009415,20240712,0.49915754195779,reduction,v1+ledger,20240527000254,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009460,20260518,0.199999996648091,merge,v1+ledger,20260224800300,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009620,20171214,2.94642857142857,mixed,disclosure,20171201000370,warn,confirmed,"신주 1,350,000 = 공시 mixed | 주식수반영일 20171228 +동일일 복수이벤트 병합"
009620,20190520,5,split,v1+ledger,20190515902888,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009620,20241206,0.19999999457891,reduction,v1+ledger,20241004000282,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009730,20200924,0.199999996668514,reduction,v1+ledger,20200805000403,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009730,20211207,0.333333321906133,reduction,v1+ledger,20211124000484,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009780,20180417,2,bonus,disclosure,20180402001715,warn,confirmed,"신주 8,800,000 = 공시 bonus | 주식수반영일 20180509"
009810,20201124,0.499999952140761,reduction,v1+ledger,20200820000296,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009810,20260210,0.2,merge,v1+ledger,20251126800734,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
009810,20260519,0.5,merge,v1+ledger,20260311801931,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
010100,20180504,5,split,v1+ledger,20180418800210,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
010120,20260413,5,split,v1+ledger,20260205800571,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
010240,20180503,2,bonus,disclosure,20180418000248,warn,confirmed,"신주 6,161,348 = 공시 bonus | 주식수반영일 20180525"
010280,20260430,0.199999996928925,merge,v1+ledger,20260429900923,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
010620,20181204,1.99710745,bonus,disclosure,20181114000258,warn,confirmed,"신주 19,942,149 = 공시 bonus | 주식수반영일 20181226"
010660,20190515,10,split,v1+ledger,20190208800896,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011000,20211203,1.49132931290244,mixed,disclosure,20211202000163,pass,confirmed,"신주 25,461,818 = 공시 mixed | 주식수반영일 20211224"
011040,20180515,2,split,v1+ledger,20180510900808,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011080,20221020,0.333333316245297,reduction,v1+ledger,20221019000240,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011080,20260507,0.0999999953447906,reduction,v1+ledger,20260227009047,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011200,20160509,0.142857141612158,reduction,v1+ledger,20160309000596,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011230,20171219,0.333333333333333,reduction,v1+ledger,20170922000392,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011300,20260430,0.0999999943240519,merge,v1+ledger,20260311801539,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011690,20230912,0.199999997812677,merge,v1+ledger,20230628800315,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011810,20171215,0.0999999955213262,reduction,v1+ledger,20170905000309,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
011930,20260515,0.099999999514205,merge,v1+ledger,20260225802016,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
012030,20160518,10,split,v1+ledger,20160309800334,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
012170,20201013,0.866731291240287,reduction,v1+ledger,20200928000213,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
012340,20191008,0.333333327175718,reduction,v1+ledger,20190918000192,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
012340,20260506,0.19999999292055,reduction,v1+ledger,20260311004354,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
012790,20191230,1.38,bonus,disclosure,20191213000082,warn,confirmed,"신주 3,002,000 = 공시 bonus | 주식수반영일 20200121"
013310,20180320,1.29998989567625,mixed,disclosure,20180308000192,pass,confirmed,"신주 6,861,188 = 공시 mixed | 주식수반영일 20180411"
013360,20170518,10,split,v1+ledger,20170224800208,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
013520,20170518,10,split,v1+ledger,20170308801132,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
013700,20180508,10,split,v1+ledger,20180409800542,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
013720,20210728,5,split,v1+ledger,20210727900435,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
013720,20220812,3.97707282327864,bonus,disclosure,20220802000319,warn,confirmed,"신주 202,365,897 = 공시 bonus | 주식수반영일 20220906"
013890,20210311,1.09673945176667,bonus,disclosure,20210224002404,pass,confirmed,"신주 1,393,701 = 공시 bonus | 주식수반영일 20210413"
013890,20221122,1.09680845378113,bonus,disclosure,20221107000174,pass,confirmed,"신주 1,668,245 = 공시 bonus | 주식수반영일 20221216"
013890,20231121,1.09706150192723,bonus,disclosure,20231106000184,pass,confirmed,"신주 1,834,528 = 공시 bonus | 주식수반영일 20231215"
013890,20241119,1.09840385626809,bonus,disclosure,20241104000041,pass,confirmed,"신주 1,993,744 = 공시 bonus | 주식수반영일 20241213"
014100,20160129,1.01851851851852,bonus,disclosure,20151216000121,pass,confirmed,"신주 200,000 = 공시 bonus | 주식수반영일 20160129"
014100,20161229,1.03636363636364,bonus,disclosure,20161216000323,pass,confirmed,"신주 400,000 = 공시 bonus | 주식수반영일 20170126"
014100,20171228,1.03508771929825,bonus,disclosure,20171215000165,pass,confirmed,"신주 400,000 = 공시 bonus | 주식수반영일 20180126"
014130,20180430,10,split,v1+ledger,20180321800162,pass,confirmed,"v1 confirmed 승계, 일간 실측 배율"
