corp_code
00119195
00254045
00112378
00101628
00117744
00126937
00150244
00145109
00113410
00148993
00117212
00133335
00109693
00144818
00146083
00160047
00128546
00106641
00126089
00113508
00135917
00129387
00113562
00111847
00149770
00148984
00109286
00104768
00128032
00149026
00103176
00116824
00151395
00164779
00141307
00104698
00163691
00164478
00145686
00139214
00166519
00100939
00160588
00123541
00144252
00147222
00159573
00160843
00135999
00134723
00148540
00149947
00112970
00120872
00120076
00113243
00131054
00114792
00138190
00107066
00123772
00106395
00112059
00104519
00122472
00126414
00152039
00101220
00154055
00106669
00113207
00164973
00125974
00122579
00137997
00131850
00117337
00118345
00139205
00148948
00148461
00106119
00114765
00149354
00121941
00136721
00131780
00162416
00137809
00117027
00113234
00117577
00121507
00129350
00145668
00128971
00159740
00159005
00152862
00138701
00107677
00101433
00102751
00114552
00127042
00158112
00116268
00163196
00155638
00103006
00105244
00120508
00127936
00159412
00138729
00163512
00173874
00136457
00105271
00161046
00122694
00133618
00127857
00174527
00120216
00149345
00148443
00141626
00140566
00118451
00173698
00117300
00104722
00123107
00150828
00154462
00136448
00127167
00132211
00121932
00137368
00149804
00117230
00174004
00158149
00106313
00123718
00165343
00124197
00101044
00152880
00132725
00111810
00131896
00146214
00118275
00146269
00111999
00126955
00153393
00167208
00162993
00112457
00160621
00148364
00138224
00145190
00164876
00163673
00117601
00141149
00113526
00148610
00120021
00110893
00154426
00134477
00169048
00122348
00138242
00122056
00155276
00161860
00113191
00127255
00150439
00140052
00113544
00123143
00107598
00132105
00109718
00157681
00145880
00133511
00173795
00157991
00153755
00109170
00115287
00171636
00136378
00102681
00108038
00172185
00164706
00133812
00108241
00127802
00130879
00134963
00109806
00129235
00133858
00113492
00125743
00156442
00123523
00128555
00148939
00157399
00135050
00123152
00138057
00109587
00117188
00114093
00118266
00109514
00172936
00148920
00127158
00162063
00135962
00132804
00120562
00156488
00124151
00129989
00125150
00172680
00124726
00116356
00108135
00163716
00118804
00120571
00168331
00121288
00136341
00164742
00160302
00156691
00105280
00173740
00155319
00128412
00125530
00110495
00165103
00127200
00145163
00111874
00167192
00153126
00109754
00136624
00155531
00143794
00159102
00125521
00162911
00111421
00113535
00126380
00145552
00120182
00115612
00133238
00120924
00118026
00104537
00166227
00141875
00126779
00131832
00155735
00159254
00105952
00148832
00129679
00260392
00120030
00108977
00159810
00164672
00126362
00122825
00109824
00111227
00114686
00260383
00126201
00130383
00141404
00125080
00111722
00136402
00267881
00109161
00163318
00142661
00140177
00146296
00104786
00124799
00137702
00122898
00124090
00141529
00124805
00116949
00150536
00117276
00140858
00130091
00146454
00152385
00115384
00131939
00167280
00107613
00111838
00104388
00126487
00104810
00267979
00137915
00152686
00163114
00154329
00148717
00101336
00137252
00109189
00157104
00145446
00116301
00144021
00107224
00144012
00121570
00124276
00131692
00146542
00163682
00104999
00138516
00145260
00165680
00164362
00109310
00168401
00138127
00161426
00117629
00103042
00102140
00126371
00138260
00140946
00136086
00161693
00136864
00103592
00111111
00126788
00153621
00111689
00153861
00162586
00159971
00101488
00163761
00129271
00128111
00164830
00119007
00125822
00151128
00128227
00121154
00116426
00103130
00162461
00173078
00140964
00160205
00104102
00148896
00160418
00105855
00102858
00126478
00113261
00167031
00138303
00143262
00103626
00141671
00147860
00164609
00160375
00166500
00141273
00166315
00155124
00115977
00148522
00138279
00128980
00118521
00101549
00105961
00142713
00139764
00129013
00102760
00165413
00164645
00106623
00129280
00153524
00147152
00132868
00137207
00131504
00124027
00129554
00160861
00133876
00144720
00162072
00164955
00164812
00106368
00139889
00138297
00136271
00163345
00141477
00102618
00125664
00141413
00145437
00143527
00164788
00105040
00126566
00172291
00151863
00102113
00143907
00164636
00173102
00117708
00158501
00137058
00112651
00137234
00134176
00165060
00117966
00139083
00146232
00166272
00117179
00102432
00129420
00136165
00156354
00151605
00150633
00138446
00267854
00129509
00111458
00128175
00103635
00105299
00140779
00243067
00105156
00103015
00122481
00132318
00140955
00124780
00161116
00132637
00159786
00132628
00141608
00127875
00125488
00106881
00134565
00112679
00143314
00123967
00105101
00108746
00187725
00132992
00159193
00108065
00146649
00153339
00113614
00180263
00130949
00141246
00115676
00161976
00166573
00104856
00135777
00267942
00115694
00108940
00119672
00125725
00164618
00161709
00143651
00152260
00136925
00103662
00121039
00145914
00142883
00130684
00128926
00133751
00135111
00109781
00159023
00112819
00164724
00155355
00108612
00158565
00152729
00165583
00159795
00144243
00170877
00139454
00126186
00150165
00125646
00149239
00118008
00103547
00144164
00131018
00122205
00161125
00267906
00137359
00118965
00139719
00118460
00133991
00156150
00146560
00156910
00136642
00159731
00108913
00153278
00110750
00169215
00188089
00140131
00113997
00110875
00191287
00138792
00170026
00198697
00166175
00131197
00161462
00170558
00105466
00160010
00134316
00155212
00136101
00161408
00140061
00121534
00191588
00153375
00159500
00184667
00100717
00115065
00148531
00149266
00120526
00176914
00125938
00149594
00138367
00172945
00103510
00180795
00159290
00155452
00113128
00121969
00167004
00142865
00177199
00149646
00157539
00156044
00203290
00162832
00173999
00145738
00173591
00158024
00155586
00157636
00112022
00114154
00102353
00133557
00128607
00191472
00124018
00203023
00110583
00181943
00157070
00158015
00197759
00203582
00159342
00145464
00136776
00160612
00107987
00101752
00136004
00159564
00173032
00116408
00161781
00186939
00120289
00200956
00117498
00104120
00123781
00144395
00207223
00130587
00152589
00156895
00117258
00219097
00129615
00192499
00204208
00109037
00133706
00126308
00111865
00207755
00149655
00199252
00122737
00219440
00178754
00209780
00135795
00126292
00148276
00158325
00190321
00197476
00186452
00156859
00230036
00100258
00204262
00216647
00113359
00118044
00139685
00273615
00112998
00200910
00128661
00198378
00234412
00274933
00175173
00186559
00208444
00173731
00201131
00238782
00127909
00187770
00180865
00231372
00226352
00201733
00218575
00189538
00220057
00231363
00204226
00173351
00110884
00231691
00231044
00126256
00231707
00205687
00210980
00199076
00222435
00185356
00232089
00231442
00121686
00158219
00194275
00229021
00241209
00193009
00146861
00125576
00158963
00155948
00143226
00223513
00205003
